Molecular_Weight,Isoelectric_Point,Aromaticity,Instability_Index,Aliphatic_Index,Net_Charge_pH7,Hydrophobicity_GRAVY,Positive_Residues,Negative_Residues,Shannon_Entropy,AAC_Q,AAC_R,AAC_H,AAC_M,AAC_G,AAC_L,AAC_W,AAC_C,AAC_P,AAC_S,AAC_I,AAC_K,AAC_A,AAC_E,AAC_V,AAC_F,AAC_Y,AAC_D,AAC_T,AAC_N,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality,GO_Essential_Score,TARGET
79900.7295,5.055680656,0.05758427,48.31448034,83.60955056,-34.4937321,-0.512078652,95,109,4.091391092,5.337078652,6.882022472,3.08988764,2.247191011,4.494382022,12.64044944,1.123595506,1.404494382,5.617977528,8.848314607,3.08988764,3.370786517,8.005617978,8.426966292,4.915730337,2.949438202,1.685393258,6.882022472,5.196629213,3.792134831,9.0,0.00049380006584,0.0004626921961085,0.2731162593425933,0.0022070036754087,2.0,1
34449.3654,8.696156502,0.137704918,45.6437377,106.4590164,5.831905015,0.577704918,29,18,4.051270975,1.639344262,4.262295082,1.639344262,3.93442623,3.606557377,13.44262295,0.0,3.606557377,3.606557377,8.524590164,6.885245902,3.606557377,7.213114754,2.62295082,6.885245902,7.868852459,5.901639344,3.278688525,7.868852459,3.606557377,0.0,0.0,0.0,0.0,0.0,0.0,0
31470.6317,7.185778618,0.101449275,52.59532609,79.16666667,0.473623955,-0.443478261,45,34,4.163633323,4.347826087,6.52173913,3.985507246,2.173913043,6.15942029,10.14492754,1.086956522,1.086956522,7.971014493,3.985507246,3.623188406,5.797101449,7.608695652,6.884057971,6.15942029,5.434782609,3.623188406,5.434782609,5.072463768,2.898550725,1.0,5.48666739822232e-05,0.0,0.1813017251646361,5.666237392605534e-07,4.0,1
31641.5973,8.794922066,0.064981949,57.95306859,112.599278,4.981904242,-0.095306859,38,27,4.017143036,4.693140794,7.942238267,2.166064982,1.444043321,3.249097473,19.13357401,1.444043321,2.888086643,7.581227437,5.776173285,3.249097473,3.610108303,5.415162455,5.054151625,6.859205776,2.888086643,2.166064982,4.693140794,3.610108303,6.137184116,0.0,0.0,0.0,0.0,0.0,4.0,0
41877.5672,6.022227669,0.101648352,29.0989011,93.73626374,-5.530445373,-0.218406593,58,53,4.089335829,3.846153846,6.593406593,3.021978022,2.747252747,4.945054945,14.01098901,1.098901099,1.373626374,2.197802198,5.494505495,3.021978022,6.318681319,6.593406593,4.945054945,7.142857143,6.318681319,2.747252747,9.615384615,4.945054945,3.021978022,0.0,0.0,0.0,0.0,0.0,4.0,0
14720.8212,5.277864265,0.094488189,41.74566929,85.98425197,-4.301239685,-0.337007874,20,22,4.029223343,3.149606299,4.724409449,1.57480315,4.724409449,3.937007874,11.02362205,0.0,0.787401575,2.362204724,7.086614173,5.511811024,9.448818898,5.511811024,11.81102362,5.511811024,6.299212598,3.149606299,5.511811024,5.511811024,2.362204724,0.0,0.0,0.0,0.0,0.0,0.0,0
10308.9387,5.496410179,0.1,53.93444444,91.11111111,-3.287607705,0.084444444,11,11,4.147635033,4.444444444,3.333333333,3.333333333,3.333333333,5.555555556,12.22222222,3.333333333,7.777777778,2.222222222,4.444444444,6.666666667,5.555555556,7.777777778,8.888888889,3.333333333,5.555555556,1.111111111,3.333333333,3.333333333,4.444444444,17.0,0.0009327334576977,8.112668543378912e-05,0.2845106578325456,0.0058758137099288,4.0,1
63882.7175,9.286493492,0.081227437,51.77655235,53.33935018,41.69757972,-0.880866426,138,59,4.091931058,3.610108303,3.971119134,7.220216606,1.624548736,6.317689531,5.59566787,0.541516245,6.317689531,3.249097473,6.678700361,5.054151625,13.71841155,3.429602888,8.844765343,2.888086643,4.693140794,2.888086643,1.805054152,7.039711191,4.512635379,0.0,0.0,0.0,0.0,0.0,2.0,1
106534.489,8.915155602,0.09190372,39.23195842,50.61269147,38.22384009,-0.90940919,202,99,4.130049248,4.923413567,5.251641138,7.658643326,1.422319475,5.689277899,5.579868709,0.656455142,5.689277899,4.157549234,6.236323851,3.938730853,9.190371991,1.750547046,8.971553611,4.048140044,5.361050328,3.172866521,1.859956236,9.409190372,5.032822757,0.0,0.0,0.0,0.0,0.0,4.0,0
27399.1516,6.347630882,0.089430894,34.59552846,82.03252033,-1.278072587,-0.177642276,33,31,4.149521025,4.471544715,4.471544715,1.219512195,2.43902439,6.504065041,5.691056911,0.81300813,3.25203252,3.25203252,6.097560976,6.910569106,7.723577236,8.130081301,7.317073171,8.536585366,4.06504065,4.06504065,5.284552846,7.723577236,2.032520325,25.0,0.0013716668495555,0.0009574567245751,0.2881493191175213,0.0033211490630566,11.0,1
208698.2431,8.992840004,0.059326563,36.97649385,92.21272047,36.18534935,-0.349331908,318,233,4.079968087,4.649919829,4.863709246,2.832709781,1.710315339,6.413682523,11.5980759,0.427578835,1.282736505,4.917156601,7.375734901,4.061998931,9.299839658,5.718866916,7.963655799,8.765366114,3.420630679,2.08444682,4.489577766,5.184393373,2.93960449,1.0,5.48666739822232e-05,0.0,0.2220810385510281,2.32150284840128e-05,6.0,1
24830.1359,9.382809258,0.080357143,47.93928571,80.44642857,5.924233067,-0.291517857,29,18,4.051274076,2.678571429,7.142857143,2.232142857,1.785714286,6.696428571,11.60714286,3.571428571,1.785714286,9.821428571,11.16071429,1.785714286,3.571428571,4.910714286,4.910714286,8.035714286,3.125,1.339285714,3.125,7.142857143,3.571428571,9.0,0.00049380006584,3.722900233764742e-05,0.235904462302117,0.0001622262517574,0.0,1
36328.8904,5.990056801,0.06547619,58.0514881,79.28571429,-7.20554876,-0.315178571,39,32,3.996152595,5.357142857,5.654761905,4.464285714,1.785714286,10.11904762,13.0952381,1.19047619,2.083333333,12.79761905,7.44047619,2.380952381,1.488095238,6.845238095,5.654761905,4.166666667,3.273809524,2.083333333,3.869047619,5.05952381,1.19047619,0.0,0.0,0.0,0.0,0.0,4.0,0
28170.1119,8.502493477,0.041044776,31.60895522,93.95522388,3.527604151,0.039179104,42,27,3.998654461,2.611940299,4.850746269,4.47761194,1.492537313,9.328358209,7.835820896,0.373134328,2.23880597,4.47761194,5.223880597,4.47761194,6.343283582,14.55223881,6.71641791,10.82089552,2.611940299,1.119402985,3.358208955,4.850746269,2.23880597,0.0,0.0,0.0,0.0,0.0,2.0,0
36085.0883,8.805881691,0.080996885,59.74423676,80.0,3.162061274,-0.415576324,47,37,4.074248356,4.672897196,6.853582555,2.180685358,3.426791277,4.361370717,9.657320872,2.180685358,0.31152648,9.968847352,7.476635514,3.426791277,5.607476636,10.90342679,8.099688474,6.230529595,3.115264798,2.803738318,3.426791277,3.115264798,2.180685358,10.0,0.0005486667398222,0.000157200772264,0.2908099952616788,0.0038398315546606,6.0,1
37541.138,9.297259712,0.104166667,45.03931548,93.0952381,8.858251611,0.042857143,46,22,4.096166105,5.654761905,6.547619048,4.761904762,1.785714286,8.630952381,12.20238095,1.488095238,2.083333333,8.333333333,6.845238095,4.464285714,2.380952381,5.654761905,3.869047619,7.738095238,7.142857143,1.785714286,2.678571429,3.571428571,2.380952381,0.0,0.0,0.0,0.0,0.0,4.0,0
80653.9157,5.10831356,0.101763908,46.40869742,81.27544098,-28.61701744,-0.15156038,72,81,4.089873333,4.47761194,5.291723202,2.849389417,1.763907734,8.81953867,10.85481682,2.442333786,1.221166893,7.327001357,7.734056988,1.899592944,1.628222524,9.497964722,6.377204885,7.598371777,4.748982361,2.985074627,4.613297151,5.291723202,2.578018996,0.0,0.0,0.0,0.0,0.0,2.0,0
51963.615,8.980848885,0.155405405,48.94283784,88.08558559,9.091787135,-0.070720721,71,34,4.188410219,4.504504505,3.603603604,6.756756757,2.702702703,4.954954955,11.93693694,3.603603604,1.126126126,5.405405405,5.18018018,4.504504505,5.630630631,6.981981982,3.828828829,5.855855856,8.333333333,3.603603604,3.828828829,3.828828829,3.828828829,0.0,0.0,0.0,0.0,0.0,2.0,0
18134.7589,8.176283455,0.088050314,51.27987421,70.50314465,1.631367831,-0.355974843,22,18,4.186737254,5.660377358,6.918238994,1.257861635,5.660377358,6.918238994,9.433962264,2.51572327,4.402515723,3.773584906,7.547169811,2.51572327,5.660377358,5.660377358,6.289308176,6.289308176,5.031446541,1.257861635,5.031446541,3.144654088,5.031446541,0.0,0.0,0.0,0.0,0.0,0.0,0
16536.855,9.380359459,0.087837838,27.71418919,85.67567568,8.513590418,-0.194594595,21,11,4.074965243,4.72972973,9.459459459,0.675675676,2.027027027,8.783783784,8.783783784,3.378378378,5.405405405,1.351351351,4.72972973,4.054054054,4.054054054,10.13513514,2.027027027,8.783783784,1.351351351,4.054054054,5.405405405,4.054054054,6.756756757,0.0,0.0,0.0,0.0,0.0,0.0,0
34912.0992,8.353829384,0.125806452,44.00096774,119.8064516,3.637423253,0.744516129,31,14,4.071278897,2.580645161,3.548387097,4.516129032,3.870967742,5.483870968,12.90322581,0.64516129,2.903225806,3.870967742,8.064516129,11.29032258,1.935483871,5.806451613,1.935483871,6.774193548,7.419354839,4.516129032,2.580645161,6.129032258,3.225806452,0.0,0.0,0.0,0.0,0.0,0.0,0
16899.678,4.885504723,0.067484663,53.59509202,62.26993865,-6.359107002,-0.301226994,15,19,3.919144258,3.067484663,4.90797546,1.226993865,2.45398773,18.40490798,9.81595092,3.680981595,4.294478528,4.90797546,11.04294479,1.226993865,3.067484663,6.748466258,7.36196319,4.294478528,2.45398773,0.613496933,4.294478528,4.90797546,1.226993865,0.0,0.0,0.0,0.0,0.0,0.0,0
42243.1901,5.686593437,0.061827957,46.18494624,101.3172043,-6.814809756,-0.329301075,55,55,4.022432109,4.838709677,4.301075269,1.88172043,1.88172043,3.76344086,13.70967742,0.537634409,0.268817204,6.182795699,6.451612903,4.569892473,8.602150538,4.301075269,8.870967742,8.870967742,4.032258065,1.612903226,5.913978495,4.838709677,4.569892473,6.0,0.0003292000438933,6.714123919957497e-05,0.2557399636726696,0.0011364120391031,2.0,1
164904.4084,8.82348156,0.087159015,41.45050566,103.6327345,18.93006696,0.182368596,168,122,4.063731694,5.588822355,5.921490353,1.929474385,1.596806387,7.385229541,13.97205589,2.328675981,1.862940785,5.189620758,7.717897538,3.72588157,3.326679973,9.913506321,4.723885562,8.516300732,4.590818363,1.796407186,3.393213573,4.524284764,1.996007984,0.0,0.0,0.0,0.0,0.0,2.0,0
58067.7254,8.783511162,0.131736527,33.4497006,85.38922156,6.268548288,-0.16506986,78,53,4.124842327,3.992015968,5.988023952,3.992015968,3.992015968,7.185628743,13.97205589,2.395209581,0.798403194,5.389221557,5.988023952,2.195608782,5.588822355,4.391217565,5.189620758,6.18762475,7.584830339,3.193612774,5.389221557,4.99001996,1.596806387,0.0,0.0,0.0,0.0,0.0,0.0,0
68239.7158,7.47412281,0.056360709,60.01,86.60225443,1.368302514,-0.199194847,76,64,4.057926635,4.025764895,4.830917874,1.771336554,2.737520129,3.8647343,10.30595813,0.483091787,2.737520129,9.017713366,14.17069243,5.636070853,5.636070853,4.347826087,4.830917874,6.92431562,3.05958132,2.093397746,5.475040258,5.797101449,2.254428341,73.0,0.0040052672007022,0.001016925887745,0.3068665215676633,0.0144486257723607,7.0,1
168960.5002,5.517781639,0.031636864,56.25632737,82.66850069,-43.06037875,-0.937345254,263,273,3.878826145,9.078404402,4.332874828,2.475928473,2.819807428,1.925722146,12.51719395,0.206327373,1.375515818,1.306740028,8.253094911,4.676753783,11.27922971,5.639614856,15.40577717,3.438789546,1.5130674,1.444291609,3.370013755,4.195323246,4.745529574,0.0,0.0,0.0,0.0,0.0,0.0,0
74595.6689,5.223810387,0.103658537,49.01786585,80.71646341,-22.23051916,-0.418140244,86,95,4.17454825,2.743902439,5.792682927,2.134146341,1.829268293,6.859756098,9.908536585,2.43902439,1.676829268,6.402439024,6.859756098,5.182926829,5.182926829,5.945121951,9.603658537,5.487804878,4.725609756,3.201219512,4.87804878,4.573170732,4.573170732,1.0,5.48666739822232e-05,0.0,0.2052478752631712,7.2049333985702925e-06,2.0,1
41992.7228,4.206847191,0.108247423,44.77809278,88.63402062,-22.3492223,0.059536082,19,39,4.080820686,4.12371134,2.06185567,0.515463918,1.804123711,9.278350515,8.762886598,1.804123711,1.804123711,5.412371134,11.34020619,6.958762887,2.319587629,4.896907216,4.381443299,7.731958763,4.381443299,4.639175258,5.670103093,7.474226804,4.639175258,0.0,0.0,0.0,0.0,0.0,0.0,0
54536.7468,7.748086739,0.027722772,71.0950495,72.21782178,1.920597858,-0.560792079,68,51,3.996691027,6.732673267,4.554455446,3.168316832,1.98019802,3.366336634,7.524752475,0.396039604,0.99009901,10.0990099,12.47524752,3.168316832,5.742574257,8.118811881,5.742574257,7.722772277,1.98019802,0.396039604,4.356435644,8.118811881,3.366336634,38.0,0.0020849336113244,0.0003903935511751,0.2853977755275266,0.0050728854849493,2.0,1
38657.0362,8.560257149,0.087087087,57.74174174,90.54054054,4.273854026,-0.391891892,55,42,4.128918022,6.606606607,8.108108108,2.702702703,2.402402402,4.804804805,13.51351351,2.402402402,2.402402402,2.402402402,6.306306306,4.204204204,5.705705706,7.507507508,8.408408408,4.804804805,4.204204204,2.102102102,4.204204204,3.603603604,3.603603604,1.0,5.48666739822232e-05,0.0,7.315556530963093e-05,8.229519035654918e-30,0.0,1
24619.4674,7.612355232,0.069124424,33.93414747,98.38709677,1.141433067,-0.087557604,32,23,4.161894549,3.686635945,5.069124424,3.686635945,3.686635945,3.225806452,13.82488479,1.843317972,3.686635945,5.99078341,8.294930876,5.069124424,5.99078341,5.99078341,4.147465438,6.451612903,2.764976959,2.304147465,6.451612903,4.147465438,3.686635945,0.0,0.0,0.0,0.0,0.0,0.0,1
53026.6718,8.627175331,0.108163265,34.42838776,111.0816327,4.513245738,0.566326531,43,27,4.059595791,3.673469388,2.448979592,2.448979592,2.448979592,7.959183673,12.24489796,2.040816327,1.224489796,5.714285714,8.775510204,7.959183673,3.87755102,9.795918367,3.265306122,7.755102041,6.326530612,2.448979592,2.244897959,5.306122449,2.040816327,0.0,0.0,0.0,0.0,0.0,0.0,0
91624.019,7.91441288,0.055363322,47.34245675,87.34717416,2.88208597,-0.126989619,97,79,3.955188001,3.575547866,6.920415225,1.84544406,0.576701269,8.650519031,11.30334487,1.84544406,1.614763552,10.14994233,11.07266436,3.114186851,2.422145329,10.38062284,4.61361015,7.151095732,2.652825836,1.038062284,4.498269896,5.190311419,1.384083045,0.0,0.0,0.0,0.0,0.0,0.0,1
59365.9511,7.550287056,0.057090239,32.55156538,95.43278085,1.277825941,-0.097974217,77,67,4.100875426,4.419889503,4.972375691,1.657458564,2.946593002,7.182320442,8.655616943,0.552486188,1.657458564,3.314917127,4.419889503,7.182320442,7.550644567,11.23388582,6.445672192,7.73480663,3.130755064,2.025782689,5.893186004,5.709023941,3.314917127,10.0,0.0005486667398222,2.69394711234087e-05,0.2526188972308495,0.0005513217849954,4.0,1
38715.9229,10.48115711,0.056179775,76.67275281,69.83146067,17.10455941,-0.566292135,48,24,3.896089563,6.179775281,8.146067416,1.966292135,1.404494382,7.02247191,9.831460674,2.247191011,1.123595506,17.97752809,10.39325843,1.685393258,3.370786517,6.179775281,3.651685393,6.460674157,2.528089888,0.842696629,3.08988764,4.494382022,1.404494382,8.0,0.0004389333918577,8.461195443215815e-06,0.2746528744359471,0.0075002121747007,2.0,1
34399.2659,8.242879295,0.073248408,59.37484076,92.6433121,3.037149396,0.011146497,42,32,4.007058622,3.821656051,9.872611465,2.229299363,1.27388535,7.324840764,12.7388535,0.955414013,4.140127389,6.687898089,6.687898089,2.866242038,1.27388535,11.46496815,5.414012739,7.006369427,4.777070064,1.592356688,4.777070064,3.184713376,1.910828025,0.0,0.0,0.0,0.0,0.0,2.0,0
170676.603,6.517693138,0.067017083,51.25262812,80.38764783,-7.662232904,-0.502562418,229,195,4.15946974,4.927726675,4.533508541,2.956636005,1.445466491,4.599211564,9.00131406,1.11695138,2.431011827,5.519053876,9.329829172,5.05913272,7.555847569,6.307490145,8.278580815,6.636005256,3.285151117,2.299605782,4.533508541,5.256241787,4.927726675,6.0,0.0003292000438933,0.0001135563505146,0.2442690780965808,0.0001351116675769,7.0,1
60539.4356,5.409446526,0.135283364,40.8906947,107.8793419,-9.83691707,0.450822669,43,45,4.037911355,3.10786106,3.65630713,1.462522852,1.828153565,8.226691042,14.99085923,1.645338208,1.828153565,2.925045704,9.689213894,5.850091408,2.742230347,8.043875686,5.850091408,6.398537477,7.31261426,4.570383912,2.376599634,4.570383912,2.925045704,0.0,0.0,0.0,0.0,0.0,0.0,0
39712.2573,5.261267281,0.067226891,42.38935574,82.5210084,-14.48250053,-0.476190476,51,55,4.059565739,3.361344538,7.843137255,3.081232493,1.960784314,8.963585434,12.32492997,1.680672269,1.120448179,6.162464986,7.56302521,3.081232493,3.361344538,7.00280112,9.523809524,5.322128852,2.521008403,2.521008403,5.882352941,5.322128852,1.400560224,0.0,0.0,0.0,0.0,0.0,4.0,0
57619.5053,5.610486031,0.091089109,50.19980198,86.31683168,-12.29663607,-0.308118812,72,71,4.154360629,4.752475248,3.762376238,2.772277228,3.366336634,4.158415842,10.2970297,0.198019802,1.98019802,4.95049505,7.722772277,6.930693069,7.722772277,5.346534653,6.930693069,4.752475248,5.346534653,3.564356436,7.128712871,5.148514851,3.168316832,20.0,0.0010973334796444,0.0005103494295664,0.2826482698092272,0.0017154379599054,6.0,1
158752.4803,5.945040321,0.059106529,53.36474227,69.60137457,-21.05393718,-0.668453608,205,191,4.099805568,4.673539519,6.18556701,2.611683849,1.786941581,8.797250859,7.147766323,0.618556701,0.962199313,10.92783505,7.491408935,4.604810997,5.29209622,7.422680412,7.216494845,5.635738832,2.405498282,2.886597938,5.910652921,4.329896907,3.092783505,8.0,0.0004389333918577,0.000186474982709,0.251797272310779,0.0006435570901061,2.0,1
48885.863,6.037858391,0.093457944,48.30864486,87.00934579,-5.558444232,-0.257242991,55,50,4.179434582,6.308411215,5.373831776,2.570093458,3.738317757,5.140186916,12.38317757,1.168224299,2.102803738,6.775700935,5.841121495,3.738317757,4.906542056,5.841121495,6.542056075,6.308411215,4.439252336,3.738317757,5.140186916,5.140186916,2.803738318,0.0,0.0,0.0,0.0,0.0,2.0,1
12955.6884,4.191102791,0.051282051,75.13589744,17.60683761,-17.38418353,-1.577777778,11,27,3.733798512,10.25641026,5.982905983,0.854700855,3.418803419,10.25641026,0.0,1.709401709,2.564102564,15.38461538,5.128205128,0.854700855,2.564102564,6.837606838,17.09401709,2.564102564,0.854700855,2.564102564,5.982905983,4.273504274,0.854700855,0.0,0.0,0.0,0.0,0.0,0.0,0
29179.5861,9.023269081,0.129032258,49.10733871,70.0,7.16888315,-0.781048387,40,25,4.180291386,7.258064516,5.64516129,3.225806452,1.612903226,5.64516129,9.677419355,1.612903226,2.016129032,3.225806452,6.048387097,4.032258065,7.258064516,4.838709677,6.85483871,4.032258065,4.032258065,7.258064516,3.225806452,4.838709677,7.661290323,2.0,0.0001097333479644,1.5744343458651616e-07,0.2432884172999032,0.0004284176471388,2.0,1
62170.294,9.233758354,0.081967213,52.74535519,69.67213115,16.75920867,-0.655737705,94,63,4.169791412,5.646630237,8.378870674,2.732240437,2.18579235,7.650273224,8.743169399,2.732240437,2.367941712,8.561020036,6.921675774,4.007285974,6.010928962,6.739526412,6.010928962,4.553734062,3.096539162,2.367941712,5.464480874,4.007285974,1.821493625,0.0,0.0,0.0,0.0,0.0,0.0,0
13772.581,8.408305168,0.049180328,97.65491803,67.95081967,1.578153256,-0.681967213,20,17,3.922682153,7.37704918,9.016393443,0.819672131,3.278688525,4.098360656,10.6557377,0.0,3.278688525,7.37704918,13.1147541,1.639344262,6.557377049,5.737704918,9.836065574,4.918032787,4.098360656,0.819672131,4.098360656,2.459016393,0.819672131,0.0,0.0,0.0,0.0,0.0,0.0,0
4992.7245,5.917302895,0.044444444,31.95777778,112.6666667,-0.506380561,-0.017777778,4,4,3.732774974,13.33333333,2.222222222,0.0,2.222222222,4.444444444,20.0,0.0,2.222222222,2.222222222,11.11111111,4.444444444,6.666666667,4.444444444,2.222222222,4.444444444,4.444444444,0.0,6.666666667,4.444444444,4.444444444,0.0,0.0,0.0,0.0,0.0,2.0,1
21231.3625,9.717206764,0.052910053,45.02645503,63.49206349,12.65995922,-0.722222222,40,25,4.048341899,4.761904762,7.936507937,1.058201058,4.761904762,6.878306878,5.82010582,0.0,2.116402116,4.761904762,8.465608466,4.761904762,12.16931217,6.878306878,6.878306878,5.291005291,4.232804233,1.058201058,6.349206349,4.232804233,1.587301587,0.0,0.0,0.0,0.0,0.0,2.0,0
104575.1126,8.468583107,0.069002123,40.96095541,92.37791932,6.726417232,-0.297239915,136,106,4.127708181,4.777070064,6.475583864,2.653927813,1.380042463,8.174097665,10.1910828,0.743099788,0.955414013,5.626326964,7.430997877,6.794055202,5.307855626,5.201698514,5.626326964,7.218683652,3.821656051,2.335456476,5.626326964,5.626326964,4.033970276,0.0,0.0,0.0,0.0,0.0,0.0,0
22391.2049,8.408563042,0.08040201,31.14271357,71.6080402,1.495681392,-0.613567839,23,21,4.108111298,10.55276382,5.527638191,0.0,4.020100503,9.547738693,8.040201005,2.010050251,1.507537688,4.522613065,3.51758794,5.527638191,6.030150754,7.035175879,5.527638191,4.020100503,3.51758794,2.512562814,5.025125628,5.025125628,6.532663317,7.0,0.0003840667178755,0.0001102400951769,0.2780774521924509,0.001723411261924,2.0,1
46144.694,7.952900505,0.099255583,45.51687345,82.9280397,2.164192193,-0.429280397,63,53,4.182112159,4.962779156,5.210918114,1.985111663,2.729528536,7.196029777,10.42183623,1.488833747,2.23325062,5.955334988,4.962779156,4.714640199,8.436724566,4.466501241,6.947890819,6.699751861,4.218362283,4.218362283,6.203473945,3.970223325,2.977667494,0.0,0.0,0.0,0.0,0.0,4.0,1
53764.3156,7.083638954,0.097916667,40.868125,67.83333333,0.282471967,-0.490208333,62,51,4.239243859,4.583333333,5.0,2.291666667,1.875,9.583333333,6.041666667,2.5,5.0,5.625,6.041666667,6.25,5.625,4.791666667,5.625,5.208333333,3.125,4.166666667,5.0,5.625,6.041666667,0.0,0.0,0.0,0.0,0.0,0.0,0
28835.1181,5.452644157,0.095940959,43.72918819,102.5830258,-7.832590007,0.602214022,17,16,4.06224892,2.95202952,1.84501845,3.32103321,2.21402214,7.380073801,11.80811808,1.84501845,5.166051661,5.166051661,9.963099631,5.166051661,1.10701107,10.70110701,3.32103321,8.856088561,4.42804428,3.32103321,2.58302583,5.904059041,2.95202952,6.0,0.0003292000438933,8.201415979869876e-08,0.2642339957548378,0.0059743255078465,0.0,1
57467.1406,6.045815849,0.087890625,36.75980469,81.71875,-4.007334074,-0.367382813,76,74,4.121088018,2.34375,3.90625,1.171875,2.1484375,5.2734375,10.15625,1.171875,2.34375,4.4921875,8.0078125,4.4921875,9.765625,7.03125,8.0078125,6.0546875,4.8828125,2.734375,6.4453125,5.2734375,4.296875,2.0,0.0001097333479644,1.2062629415147173e-05,0.2525644394190812,0.0009488254987636,4.0,1
17503.8797,8.822385597,0.051612903,47.04903226,87.93548387,4.069155556,-0.409032258,24,13,4.091037077,1.290322581,7.096774194,4.516129032,1.935483871,3.870967742,9.032258065,1.290322581,3.870967742,9.032258065,7.741935484,6.451612903,3.870967742,3.225806452,5.161290323,8.387096774,1.290322581,2.580645161,3.225806452,5.806451613,10.32258065,2.0,0.0001097333479644,1.0556600265168936e-07,0.2166759814030664,3.6447570814345984e-05,0.0,1
53001.3143,5.355449486,0.066239316,65.67373932,80.19230769,-16.38505555,-0.500854701,64,68,4.109288823,5.982905983,5.769230769,2.777777778,1.923076923,5.341880342,11.75213675,1.068376068,3.205128205,4.273504274,9.829059829,3.632478632,5.128205128,4.700854701,11.11111111,5.341880342,3.418803419,2.136752137,3.418803419,5.769230769,3.418803419,0.0,0.0,0.0,0.0,0.0,0.0,0
69186.8425,5.477880669,0.086601307,55.39428105,87.94117647,-18.81419709,-0.225653595,77,77,4.19687343,4.248366013,5.555555556,3.267973856,2.777777778,5.065359477,10.29411765,1.307189542,2.777777778,3.758169935,9.31372549,6.045751634,3.758169935,6.209150327,6.699346405,6.209150327,3.758169935,3.594771242,5.882352941,5.22875817,4.248366013,3.0,0.0001646000219466,6.962484405388517e-08,0.2498853774266083,0.0007197499155869,0.0,1
112933.8617,4.887437248,0.10107949,37.41208047,81.21687929,-41.78528642,-0.214916585,94,115,4.187733058,4.121687929,3.042198234,2.158979392,1.27576055,7.752698724,9.126594701,1.766437684,3.532875368,5.004906771,7.752698724,5.98626104,4.023552502,5.201177625,5.593719333,5.888125613,5.299313052,3.042198234,5.69185476,6.378802748,7.360157017,0.0,0.0,0.0,0.0,0.0,0.0,0
99772.2544,4.979743767,0.103057758,49.57885617,81.63080408,-34.06270198,-0.361834655,97,116,4.167371205,5.662514156,5.775764439,1.81200453,2.151755379,6.795016988,11.21177803,2.151755379,1.585503964,4.869762174,7.361268403,3.397508494,3.397508494,7.24801812,7.587768969,6.002265006,4.530011325,3.62400906,5.549263873,4.756511891,4.530011325,0.0,0.0,0.0,0.0,0.0,0.0,0
91863.0362,7.957284355,0.097877358,44.94411557,89.7995283,4.132835391,0.150707547,80,66,4.131587503,3.419811321,4.245283019,1.179245283,1.768867925,8.608490566,9.787735849,0.825471698,3.773584906,6.603773585,9.080188679,6.014150943,4.009433962,7.311320755,4.599056604,7.193396226,5.660377358,3.301886792,3.183962264,5.660377358,3.773584906,0.0,0.0,0.0,0.0,0.0,0.0,0
12991.5139,9.262511253,0.11965812,28.7034188,62.56410256,3.571282016,-0.297435897,12,7,4.091546788,5.982905983,5.128205128,0.854700855,4.273504274,7.692307692,5.128205128,4.273504274,1.709401709,1.709401709,11.11111111,2.564102564,4.273504274,10.25641026,3.418803419,7.692307692,2.564102564,5.128205128,2.564102564,9.401709402,4.273504274,0.0,0.0,0.0,0.0,0.0,0.0,0
56772.9726,9.147564125,0.099403579,53.28787276,60.93439364,17.07765132,-0.793836978,85,50,4.173238047,4.373757455,5.367793241,3.777335984,0.795228628,7.554671968,6.75944334,1.988071571,2.584493042,5.964214712,10.73558648,5.765407555,7.753479125,5.168986083,5.964214712,2.385685885,3.777335984,4.174950298,3.976143141,5.367793241,5.765407555,8.0,0.0004389333918577,6.967789209059533e-06,0.2554425829770998,0.0013716088558926,2.0,1
27871.7699,9.093604088,0.091666667,81.78420833,48.33333333,8.087954522,-1.06375,53,38,4.029281814,2.5,15.0,2.916666667,2.5,10.83333333,5.0,0.416666667,3.75,2.083333333,7.083333333,2.916666667,4.166666667,4.166666667,10.41666667,4.583333333,5.416666667,3.333333333,5.416666667,2.5,5.0,33.0,0.0018106002414133,0.0004838722515575,0.302206954595861,0.0063142654042781,2.0,1
44835.3403,9.186825371,0.108040201,40.13190955,87.2361809,14.1213506,-0.196231156,57,35,4.149767894,3.51758794,3.768844221,2.010050251,1.507537688,5.27638191,11.55778894,1.005025126,2.512562814,5.27638191,7.035175879,4.522613065,8.542713568,7.035175879,5.27638191,6.030150754,5.27638191,4.522613065,3.51758794,6.532663317,5.27638191,0.0,0.0,0.0,0.0,0.0,0.0,1
41525.801,10.39509182,0.073239437,45.85492958,107.8309859,33.89469517,-0.061690141,71,21,4.07438048,4.225352113,8.732394366,4.788732394,3.098591549,3.098591549,12.67605634,0.281690141,3.098591549,2.816901408,5.352112676,8.450704225,6.478873239,3.38028169,4.507042254,7.605633803,5.352112676,1.690140845,1.408450704,5.070422535,7.887323944,0.0,0.0,0.0,0.0,0.0,4.0,1
