Protein,Gene Names,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_Hydrophobicity,PCP_Charge,SER_Entropy,Aromaticity,Protein_Length,Loc_Nucleus,Loc_Cytoplasm,Loc_Membrane,Loc_Mitochondria,Loc_Secreted,Label
Q8NB42,ZNF527 KIAA1829,0.0,0.0,0.0,0.0,4.761904761904762,5.0903119868637114,2.955665024630542,9.523809523809524,5.911330049261084,6.239737274220033,6.732348111658457,4.761904761904762,8.045977011494253,6.732348111658457,1.477832512315271,3.776683087027915,3.776683087027915,5.911330049261084,5.747126436781609,7.717569786535304,3.6124794745484397,2.6272577996715927,1.3136288998357963,3.284072249589491,-0.8036124794745485,0.01986863711001642,4.182958126347912,10.50903119868637,609.0,1,0,0,0,0,0
Q99575,POP1 KIAA0061,0.0001646000219466,0.0,0.2320236965443018,0.0001715820504168,6.54296875,2.9296875,3.515625,7.51953125,2.34375,7.2265625,3.3203125,4.58984375,8.0078125,8.984375,2.05078125,2.63671875,7.32421875,5.078125,6.93359375,7.91015625,4.6875,4.8828125,2.05078125,1.46484375,-0.61787109375,0.0423828125,4.15738534279579,5.859375,1024.0,1,0,0,0,0,1
C0HLZ6,HOXB-AS3,0.0,0.0,0.0,0.0,15.09433962264151,0.0,1.8867924528301887,7.547169811320755,1.8867924528301887,16.9811320754717,1.8867924528301887,0.0,1.8867924528301887,1.8867924528301887,1.8867924528301887,0.0,9.433962264150944,5.660377358490567,11.320754716981133,9.433962264150944,3.7735849056603774,3.7735849056603774,3.7735849056603774,1.8867924528301887,-0.960377358490566,0.03962264150943395,3.6521984079906558,7.547169811320755,53.0,0,0,0,0,0,0
P13639,EEF2 EF2,0.0001646000219466,3.641232008729345e-05,0.2722235981172996,0.0011180583054011,7.226107226107226,1.9813519813519813,6.0606060606060606,7.226107226107226,4.0792540792540795,7.6923076923076925,1.8648018648018647,6.293706293706294,7.575757575757576,8.508158508158509,3.263403263403263,3.146853146853147,5.361305361305361,3.37995337995338,5.128205128205128,5.128205128205128,4.778554778554779,8.041958041958042,0.8158508158508158,2.4475524475524475,-0.20944055944055945,-0.003962703962703962,4.159541097338197,7.3426573426573425,858.0,0,1,0,0,0,1
Q9UN79,SOX13,0.0003840667178755,1.795845338288917e-06,0.2692869987229511,0.003100006437996,7.234726688102894,1.4469453376205788,5.144694533762058,7.556270096463022,1.607717041800643,5.144694533762058,2.8938906752411575,3.215434083601286,5.787781350482315,9.003215434083602,3.697749196141479,2.8938906752411575,9.967845659163988,8.360128617363344,5.787781350482315,9.807073954983924,3.054662379421222,4.662379421221865,0.6430868167202572,2.090032154340836,-0.7657556270096463,-0.008360128617363344,4.0829448277958535,4.340836012861737,622.0,1,0,0,0,0,0
Q9GZS1,POLR1E PAF53 PRAF1,0.0001097333479644,2.0170244849083863e-06,0.242861430359284,0.000275528073065,8.591885441527445,1.9093078758949882,5.727923627684964,6.443914081145586,3.341288782816229,4.05727923627685,2.1479713603818613,5.250596658711217,7.159904534606206,10.739856801909307,2.6252983293556085,5.011933174224343,3.8186157517899764,3.579952267303103,7.398568019093078,7.637231503579953,5.966587112171838,5.4892601431980905,0.47732696897374705,2.6252983293556085,-0.4054892601431981,0.026014319809069212,4.1309184541242345,6.443914081145586,419.0,1,0,0,0,0,1
P06748,NPM1 NPM,0.0021946669592889,0.0013637659158108,0.2780422558563825,0.0012375556041061,6.462585034013606,1.0204081632653061,11.564625850340136,10.54421768707483,2.380952380952381,6.122448979591836,1.7006802721088436,3.4013605442176873,11.224489795918368,6.462585034013606,2.7210884353741496,3.061224489795918,5.782312925170068,4.421768707482993,2.7210884353741496,8.843537414965986,3.4013605442176873,6.122448979591836,0.6802721088435374,1.3605442176870748,-0.9697278911564626,-0.07993197278911565,4.00462033675268,4.421768707482993,294.0,1,0,0,0,0,1
Q9UBV8,PEF1 ABP32 UNQ1845/PRO3573,0.0023592669812355,0.0003275269827731,0.2904111250893761,0.0095174493018525,7.042253521126761,1.7605633802816902,3.873239436619718,2.464788732394366,4.225352112676056,14.788732394366196,0.7042253521126761,2.464788732394366,2.464788732394366,5.985915492957746,3.5211267605633805,3.873239436619718,11.619718309859154,8.098591549295776,3.5211267605633805,8.80281690140845,3.5211267605633805,3.169014084507042,1.4084507042253522,6.690140845070422,-0.5302816901408451,-0.002816901408450704,4.003285754365351,12.323943661971832,284.0,0,1,0,0,0,1
Q96GA7,SDSL,0.0,0.0,0.0,0.0,12.462006079027356,3.0395136778115504,2.43161094224924,6.68693009118541,1.82370820668693,9.72644376899696,3.343465045592705,4.25531914893617,4.5592705167173255,11.55015197568389,1.82370820668693,2.43161094224924,5.167173252279635,5.167173252279635,3.64741641337386,5.167173252279635,3.951367781155015,10.638297872340425,1.5197568389057752,0.60790273556231,0.21702127659574466,-0.005775075987841945,4.009032839901028,3.951367781155015,329.0,0,0,0,0,0,0
Q7L5N1,COPS6 CSN6 HVIP,0.0008230001097333,6.695726914726257e-05,0.2701895488162986,0.0019313756447425,8.56269113149847,1.834862385321101,3.9755351681957185,8.256880733944955,4.281345565749235,7.033639143730887,3.669724770642202,6.727828746177369,4.892966360856269,8.256880733944955,3.669724770642202,3.9755351681957185,3.3639143730886847,3.058103975535168,3.669724770642202,5.81039755351682,6.727828746177369,8.56269113149847,0.6116207951070336,3.058103975535168,-0.002752293577981666,-0.03302752293577981,4.15890072142972,7.951070336391437,327.0,1,0,0,0,0,1
P78345,RPP38,0.0001097333479644,4.04840870563779e-06,0.2261564443828549,3.904944354884087e-05,7.06713780918728,1.4134275618374559,4.593639575971731,7.06713780918728,1.76678445229682,2.8268551236749118,1.0600706713780919,6.36042402826855,12.014134275618375,12.014134275618375,1.0600706713780919,3.180212014134275,7.420494699646643,4.240282685512367,7.06713780918728,7.773851590106007,4.946996466431095,6.713780918727916,1.0600706713780919,0.35335689045936397,-0.47243816254416965,0.07526501766784452,3.967236135357565,3.180212014134275,283.0,1,0,0,0,0,1
O00526,UPK2,0.0023044003072533,0.0001585220703989,0.2582617723582011,0.0007778164086606,8.152173913043478,1.0869565217391304,1.6304347826086956,2.717391304347826,3.260869565217391,8.152173913043478,0.5434782608695652,5.434782608695652,2.717391304347826,16.847826086956523,3.804347826086957,2.717391304347826,6.521739130434782,0.5434782608695652,6.521739130434782,10.326086956521738,7.608695652173914,9.782608695652174,0.0,1.6304347826086956,0.6559782608695651,0.049456521739130434,3.824554445008133,4.891304347826087,184.0,0,0,1,0,0,0
A8MPY1,GABRR3,0.0,0.0,0.0,0.0,4.496788008565311,1.4989293361884368,5.781584582441114,4.068522483940043,7.066381156316917,3.2119914346895073,2.9978586723768736,6.852248394004283,4.710920770877944,8.35117773019272,4.710920770877944,4.068522483940043,2.9978586723768736,2.7837259100642395,5.781584582441114,10.706638115631693,6.209850107066381,7.494646680942184,1.9271948608137044,4.282655246252676,-0.041113490364025715,0.009421841541755889,4.178267886189852,13.276231263383298,467.0,0,0,1,0,0,0
P55884,EIF3B EIF3S9,0.0008230001097333,4.367946808521469e-05,0.259007808634486,0.0006699050478364,7.616707616707617,0.85995085995086,7.371007371007371,9.828009828009828,4.791154791154791,6.142506142506143,1.8427518427518428,5.036855036855037,6.511056511056511,6.2653562653562656,1.9656019656019657,3.3169533169533167,6.2653562653562656,4.791154791154791,5.405405405405405,6.2653562653562656,4.2997542997543,6.511056511056511,2.5798525798525795,2.334152334152334,-0.6321867321867323,-0.05098280098280098,4.162977974167968,9.705159705159705,814.0,0,1,0,0,0,1
Q9NVV9,THAP1,0.0060353341380445,0.0012759919547893,0.3117494292141224,0.0211874729235449,3.755868544600939,4.225352112676056,5.164319248826291,8.92018779342723,4.225352112676056,1.4084507042253522,3.286384976525822,2.8169014084507045,10.328638497652582,8.92018779342723,1.4084507042253522,3.755868544600939,9.389671361502346,6.572769953051644,6.103286384976526,4.694835680751173,4.225352112676056,7.511737089201878,0.4694835680751174,2.8169014084507045,-0.8014084507042254,0.026760563380281693,4.089555622463045,7.511737089201878,213.0,1,0,0,0,0,1
Q5SWA1,PPP1R15B,0.0001646000219466,3.6233154905194143e-06,0.2588628323242132,0.000843449359774,4.768583450210379,2.3842917251051894,6.451612903225806,9.817671809256662,3.6465638148667603,6.872370266479663,1.9635343618513323,2.805049088359046,4.207573632538569,11.220196353436185,0.8415147265077139,3.225806451612903,8.274894810659186,4.908835904628331,4.628330995792426,12.201963534361852,4.3478260869565215,3.3660589060308554,1.8232819074333801,2.244039270687237,-0.6653576437587658,-0.0723702664796634,4.057691625603056,7.713884992987377,713.0,0,0,0,0,0,1
Q68CQ4,UTP25 C1orf107 DEF DIEXF,0.0007681334357511,4.55424466184437e-05,0.2768203327346383,0.0043153832634422,4.894179894179894,0.7936507936507936,5.555555555555555,9.39153439153439,5.82010582010582,4.761904761904762,3.0423280423280423,4.894179894179894,6.481481481481481,9.788359788359788,1.8518518518518516,4.894179894179894,4.365079365079365,5.158730158730158,5.555555555555555,8.73015873015873,4.232804232804233,5.6878306878306875,0.7936507936507936,3.3068783068783065,-0.5764550264550264,-0.02605820105820106,4.1414691534159696,9.920634920634921,756.0,1,0,0,0,0,1
Q9UFD9,RIMBP3 KIAA1666 RIMBP3A,0.0018106002414133,3.39619125620483e-05,0.2880218110603532,0.0126571411035869,9.151921903599757,2.5625381330079318,4.270896888346553,8.419768151311775,1.8303843807199511,7.443563148261134,2.3794996949359364,1.464307504575961,3.6607687614399023,10.982306284319707,1.5253203172666259,1.9524100061012812,7.9316656497864555,7.5045759609518,8.35875533862111,8.60280658938377,3.5387431360585726,5.308114704087859,1.4032946918852958,1.7083587553386212,-0.6401464307504576,-0.004331909701037218,4.032055136326964,4.942037827943868,1639.0,0,1,0,0,0,0
Q9Y5A9,YTHDF2 HGRG8,0.0,0.0,0.0,0.0,7.9447322970639025,0.5181347150259068,4.490500863557859,3.6269430051813467,3.281519861830743,9.671848013816927,2.2452504317789295,3.9723661485319512,6.0449050086355784,5.354058721934369,1.7271157167530224,6.7357512953367875,8.635578583765112,6.90846286701209,3.1088082901554404,11.398963730569948,3.9723661485319512,5.354058721934369,1.7271157167530224,3.281519861830743,-0.6754749568221071,0.012607944732297064,4.092057804052047,8.290155440414509,579.0,0,1,0,0,0,0
O75843,AP1G2,0.0001097333479644,0.0001077524277186,0.2229912298395953,0.0001172205348691,8.9171974522293,1.910828025477707,4.840764331210192,6.624203821656051,2.2929936305732483,4.713375796178345,3.694267515923567,4.968152866242039,2.9299363057324843,15.286624203821656,2.038216560509554,3.1847133757961785,5.859872611464969,5.477707006369427,6.751592356687898,6.24203821656051,4.968152866242039,7.13375796178344,0.3821656050955414,1.78343949044586,-0.04942675159235672,-0.01414012738853503,4.053749784421204,4.45859872611465,785.0,0,0,0,0,0,0
Q8N8S7,ENAH MENA,0.0002194666959288,6.765576273608151e-06,0.2282626162314392,6.018487678112506e-05,7.1065989847715745,0.338409475465313,3.3840947546531304,11.844331641285956,1.5228426395939088,5.752961082910321,1.1844331641285957,2.8764805414551606,3.8917089678511,8.629441624365482,1.8612521150592216,3.7225042301184432,11.16751269035533,7.614213197969544,10.998307952622675,8.121827411167512,4.39932318104907,3.8917089678511,0.676818950930626,1.015228426395939,-1.0959390862944163,-0.0021996615905245345,3.928735772265676,3.2148900169204735,591.0,0,1,0,0,0,0
Q9UL03,INTS6 DBI1 DDX26 DDX26A,5.48666739822232e-05,0.0,0.2265617113198549,0.0001100572686229,4.509582863585118,1.2401352874859075,5.0732807215332585,6.087936865839909,3.6076662908680945,5.749718151071026,3.1567080045095826,4.6223224351747465,6.538895152198422,11.048478015783541,3.0439684329199546,5.0732807215332585,8.004509582863585,5.0732807215332585,5.749718151071026,7.1025930101465615,5.411499436302142,5.411499436302142,0.7891770011273956,2.705749718151071,-0.522435174746336,0.014430665163472377,4.16552760003358,7.1025930101465615,887.0,1,0,0,0,0,0
P0DPB6,POLR1D,0.0004389333918577,5.437024226072645e-06,0.2701189490264142,0.0021872801114885,5.263157894736842,2.2556390977443606,4.511278195488721,12.030075187969924,3.7593984962406015,5.263157894736842,3.7593984962406015,3.7593984962406015,6.7669172932330826,8.270676691729323,4.511278195488721,4.511278195488721,3.007518796992481,4.511278195488721,6.015037593984962,6.015037593984962,8.270676691729323,5.263157894736842,0.0,2.2556390977443606,-0.7075187969924812,-0.03383458646616541,4.123184161582722,6.015037593984962,133.0,1,0,0,0,0,1
P79522,PRR3 CAT56,0.0013716668495555,0.0001388276877702,0.2772964343546218,0.0064919138466616,2.6595744680851063,2.127659574468085,4.25531914893617,4.787234042553192,2.127659574468085,12.76595744680851,4.25531914893617,2.127659574468085,6.382978723404255,6.914893617021277,1.5957446808510638,3.1914893617021276,20.74468085106383,3.723404255319149,8.51063829787234,5.851063829787234,2.127659574468085,2.127659574468085,2.127659574468085,1.5957446808510638,-1.172340425531915,0.0627659574468085,3.8835314013962092,5.851063829787234,188.0,0,0,0,0,0,0
Q9UKA1,FBXL5 FBL4 FBL5 FLR1,0.0002194666959288,0.0001172552000111,0.2501129856492444,0.0004281478375376,5.643994211287988,3.762662807525326,5.643994211287988,8.5383502170767,3.762662807525326,5.065123010130246,3.4732272069464547,4.052098408104197,6.078147612156296,10.85383502170767,2.3154848046309695,3.762662807525326,3.183791606367583,4.196816208393632,3.907380607814761,9.84081041968162,6.078147612156296,4.341534008683068,2.170767004341534,3.3285094066570187,-0.43212735166425476,-0.03849493487698987,4.18590224517688,9.261939218523878,691.0,0,1,0,0,0,0
P33764,S100A3 S100E,0.0003840667178755,5.873178544963194e-05,0.2746571668931548,0.0013921787658738,7.920792079207921,9.900990099009901,5.9405940594059405,10.891089108910892,4.9504950495049505,1.9801980198019802,0.9900990099009901,0.9900990099009901,6.9306930693069315,9.900990099009901,1.9801980198019802,1.9801980198019802,4.9504950495049505,4.9504950495049505,3.9603960396039604,3.9603960396039604,4.9504950495049505,5.9405940594059405,0.9900990099009901,5.9405940594059405,-0.31485148514851485,-0.05841584158415842,4.053145333564777,11.881188118811881,101.0,0,1,0,0,0,0
Q9P219,CCDC88C DAPLE KIAA1509,0.0,0.0,0.0,0.0,7.938856015779093,0.9861932938856016,4.585798816568047,11.587771203155818,1.282051282051282,4.487179487179487,2.8106508875739644,2.2189349112426036,7.149901380670612,13.560157790927022,1.5285996055226825,3.9447731755424065,4.930966469428008,7.051282051282051,6.952662721893491,8.530571992110454,5.029585798816568,3.698224852071006,0.5424063116370809,1.183431952662722,-0.8501972386587772,-0.01789940828402367,3.971221683799584,3.007889546351085,2028.0,0,1,0,0,0,0
Q9BZG8,DPH1 DPH2L DPH2L1 OVCA1,5.48666739822232e-05,0.0,0.2246703420265467,8.386251623932077e-05,10.95890410958904,2.28310502283105,4.794520547945205,5.251141552511415,3.1963470319634704,6.392694063926941,2.054794520547945,4.5662100456621,3.1963470319634704,10.730593607305936,1.82648401826484,1.5981735159817352,7.9908675799086755,5.0228310502283104,7.30593607305936,6.621004566210045,4.10958904109589,7.76255707762557,1.36986301369863,2.968036529680365,-0.07077625570776257,0.006621004566210046,4.097534267567409,7.534246575342466,438.0,1,0,0,0,0,0
Q68CJ6,NUGGC C8orf80 HMFN0672,0.0,0.0,0.0,0.0,7.160804020100503,1.8844221105527637,4.773869346733668,9.673366834170855,2.638190954773869,5.025125628140704,1.6331658291457287,6.155778894472362,8.291457286432161,10.678391959798995,2.261306532663317,2.512562814070352,3.2663316582914574,5.276381909547738,7.788944723618091,6.658291457286432,5.025125628140704,5.402010050251256,1.1306532663316584,2.763819095477387,-0.5087939698492462,0.017964824120603014,4.1078787797582486,6.532663316582915,796.0,1,0,0,0,0,0
Q8IYI6,EXOC8,0.0048831339844178,0.0004621069149432,0.3021394107050376,0.0255344007536826,8.827586206896552,1.6551724137931034,4.9655172413793105,10.344827586206897,3.8620689655172415,6.068965517241379,2.206896551724138,3.310344827586207,5.241379310344827,11.448275862068966,2.6206896551724137,2.6206896551724137,3.8620689655172415,5.241379310344827,6.896551724137931,6.068965517241379,4.413793103448276,6.758620689655172,0.8275862068965517,2.7586206896551726,-0.3791724137931035,-0.029517241379310343,4.105101808313052,7.448275862068964,725.0,0,1,0,0,0,1
O43181,NDUFS4,0.0,0.0,0.0,0.0,7.428571428571429,0.0,4.571428571428571,5.714285714285714,2.857142857142857,2.857142857142857,0.5714285714285714,2.857142857142857,8.0,6.2857142857142865,3.428571428571429,5.142857142857142,4.0,3.428571428571429,9.142857142857142,9.142857142857142,10.285714285714285,9.142857142857142,4.0,1.1428571428571428,-0.6428571428571429,0.06914285714285714,4.025947515385256,8.0,175.0,0,0,0,1,0,0
Q15058,KIF14 KIAA0042,5.48666739822232e-05,0.0,0.1968252805409355,6.703027745797325e-06,6.25,1.4563106796116505,4.12621359223301,9.283980582524272,3.1553398058252426,4.368932038834951,2.669902912621359,5.764563106796117,8.313106796116505,9.223300970873787,2.5485436893203883,5.2791262135922326,3.0946601941747574,5.218446601941747,5.400485436893203,10.012135922330097,5.643203883495146,5.2791262135922326,0.6674757281553397,2.2451456310679614,-0.5939320388349515,0.00570388349514563,4.119491256446525,6.067961165048544,1648.0,1,0,0,0,0,1
Q8WYQ3,CHCHD10 C22orf16,0.0001097333479644,1.4512542738287126e-07,0.2373188951501446,0.0002495608554885,18.30985915492958,2.8169014084507045,1.4084507042253522,2.8169014084507045,2.112676056338028,9.15492957746479,2.8169014084507045,0.7042253521126761,1.4084507042253522,6.338028169014084,3.5211267605633805,0.0,14.788732394366196,7.042253521126761,3.5211267605633805,13.380281690140844,4.225352112676056,3.5211267605633805,0.0,2.112676056338028,-0.1887323943661972,0.009859154929577462,3.678877295313813,4.225352112676056,142.0,0,0,0,1,0,0
Q9Y6V7,DDX49,0.0001097333479644,1.2515431989708153e-07,0.2338048137252512,0.0001522069915633,8.281573498964804,2.2774327122153206,4.140786749482402,7.246376811594203,3.9337474120082816,5.797101449275362,2.484472049689441,6.625258799171843,7.6604554865424435,11.594202898550725,1.6563146997929608,1.6563146997929608,4.761904761904762,6.211180124223603,6.625258799171843,4.3478260869565215,5.797101449275362,6.832298136645963,0.6211180124223602,1.4492753623188406,-0.1761904761904762,0.03146997929606625,4.091538334766525,6.004140786749482,483.0,1,0,0,0,0,1
Q9H814,PHAX RNUXA,0.0,0.0,0.0,0.0,7.1065989847715745,0.7614213197969544,7.614213197969544,10.65989847715736,3.0456852791878175,6.598984771573605,1.7766497461928936,4.568527918781726,9.137055837563452,7.614213197969544,2.7918781725888326,4.568527918781726,4.060913705583756,5.583756345177665,5.83756345177665,7.614213197969544,3.807106598984772,4.314720812182741,0.5076142131979695,2.030456852791878,-0.9192893401015229,-0.031218274111675128,4.086851886564122,5.583756345177665,394.0,1,0,0,0,0,1
Q96GX1,TCTN2 C12orf38 TECT2,0.0,0.0,0.0,0.0,6.743185078909613,3.7302725968436152,4.591104734576758,5.164992826398852,4.447632711621234,6.599713055954089,1.8651362984218076,6.025824964131994,3.1563845050215207,10.9038737446198,1.1477761836441895,6.312769010043041,5.738880918220947,4.734576757532281,3.5868005738880915,7.030129124820659,6.312769010043041,7.317073170731707,1.721664275466284,2.8694404591104736,0.010043041606886636,-0.028263988522238163,4.167636821901855,9.038737446197992,697.0,0,0,1,0,0,0
Q86SQ9,DHDDS HDS,5.48666739822232e-05,0.0,7.315556530963093e-05,8.229519035654918e-30,7.5075075075075075,2.4024024024024024,4.2042042042042045,8.408408408408409,4.2042042042042045,4.804804804804805,2.7027027027027026,4.2042042042042045,5.7057057057057055,13.513513513513514,2.4024024024024024,3.6036036036036037,2.4024024024024024,6.606606606606606,8.108108108108109,6.306306306306306,3.6036036036036037,4.804804804804805,2.4024024024024024,2.1021021021021022,-0.3918918918918919,0.014714714714714713,4.128918021995755,8.708708708708707,333.0,0,0,1,0,0,1
Q9BTY2,FUCA2 PSEC0151 UNQ227/PRO260,0.0009327334576977,7.762126447843405e-06,0.2740746217878466,0.0069781492941096,4.925053533190578,1.284796573875803,4.282655246252676,6.638115631691649,5.781584582441114,7.28051391862955,2.7837259100642395,4.496788008565311,5.353319057815846,11.134903640256958,1.4989293361884368,4.282655246252676,6.852248394004283,3.640256959314775,3.640256959314775,6.209850107066381,5.353319057815846,5.139186295503212,5.353319057815846,4.068522483940043,-0.2957173447537474,-0.016488222698072805,4.193451195703172,15.203426124197003,467.0,0,0,0,0,1,0
P21796,VDAC1 VDAC,0.0006035334138044,9.210221647400844e-05,0.2604356736711942,0.0004478924367894,7.420494699646643,0.7067137809187279,4.946996466431095,5.30035335689046,4.946996466431095,11.307420494699647,1.0600706713780919,3.8869257950530036,8.8339222614841,9.89399293286219,1.0600706713780919,6.713780918727916,2.1201413427561837,2.8268551236749118,2.4734982332155475,6.36042402826855,10.60070671378092,4.240282685512367,1.4134275618374559,3.8869257950530036,-0.4109540636042403,0.011660777385159013,4.014183416247245,10.247349823321555,283.0,0,0,0,1,0,1
Q9NPA8,ENY2 DC6,0.0002194666959288,1.129353334495495e-05,0.2214709181189715,6.186976951950743e-05,8.91089108910891,1.9801980198019802,4.9504950495049505,9.900990099009901,0.9900990099009901,3.9603960396039604,2.9702970297029703,5.9405940594059405,12.871287128712872,12.871287128712872,2.9702970297029703,1.9801980198019802,1.9801980198019802,4.9504950495049505,6.9306930693069315,2.9702970297029703,3.9603960396039604,7.920792079207921,0.9900990099009901,0.0,-0.39603960396039606,0.05247524752475247,3.919545724854596,1.9801980198019802,101.0,1,0,0,0,0,1
P82912,MRPS11 RPMS11 HCC2,5.48666739822232e-05,0.0,0.2348013096713052,0.000119662413361,14.432989690721648,1.5463917525773196,1.0309278350515463,4.123711340206185,2.5773195876288657,9.793814432989691,3.0927835051546393,7.731958762886598,6.701030927835052,4.639175257731959,1.5463917525773196,4.123711340206185,6.185567010309279,5.154639175257731,7.216494845360824,6.185567010309279,6.185567010309279,5.670103092783505,1.5463917525773196,0.5154639175257731,-0.2793814432989691,0.0907216494845361,4.014481468321716,4.639175257731959,194.0,0,0,0,1,0,1
Q8NB91,FANCB,5.48666739822232e-05,0.0,0.209310737409732,3.034789116264283e-05,3.841676367869616,3.608847497089639,3.958090803259604,7.683352735739232,5.820721769499418,4.190919674039581,1.7462165308498252,5.9371362048894065,8.381839348079161,12.107101280558789,2.0954598370197903,5.122235157159487,3.4924330616996504,3.841676367869616,3.608847497089639,9.429569266589057,4.772991850989523,6.868451688009314,0.9313154831199069,2.5611175785797435,-0.11164144353899885,0.005238649592549475,4.1188860320030845,9.31315483119907,859.0,1,0,0,0,0,0
Q9BRQ8,AIFM2 AMID PRG3,0.0002194666959288,0.000215671968313,0.252869705943459,0.001195879481537,8.847184986595174,0.5361930294906166,2.949061662198391,5.898123324396782,4.021447721179625,8.579088471849866,2.1447721179624666,4.825737265415549,5.361930294906166,10.187667560321715,2.680965147453083,4.021447721179625,3.2171581769436997,5.361930294906166,5.093833780160858,8.310991957104557,4.289544235924933,10.723860589812332,0.2680965147453083,2.680965147453083,0.026273458445040202,0.01823056300268097,4.055589646974421,6.970509383378016,373.0,0,0,0,0,0,0
Q96HA7,TONSL IKBR NFKBIL2,5.48666739822232e-05,0.0,5.48666739822232e-05,3.2562770485477633e-31,11.683599419448477,2.7576197387518144,4.571843251088534,8.055152394775037,1.8142235123367199,7.039187227866474,3.4107402031930336,1.6690856313497822,2.467343976777939,14.876632801161103,1.3062409288824384,1.8142235123367199,6.0232220609579095,6.966618287373004,8.200290275761974,7.619738751814223,3.9187227866473147,3.4107402031930336,0.8708272859216255,1.5239477503628447,-0.425689404934688,-0.016182873730043543,3.9593370127112775,4.2089985486211905,1378.0,1,0,0,0,0,1
Q8TAD8,SNIP1,0.0012619335015911,0.0002027219467301,0.2796082674164467,0.0029775241788321,4.292929292929292,0.25252525252525254,5.808080808080808,10.353535353535353,2.0202020202020203,7.575757575757576,4.545454545454546,2.525252525252525,6.565656565656567,4.545454545454546,0.5050505050505051,3.787878787878788,7.3232323232323235,4.040404040404041,14.898989898989898,9.343434343434344,2.525252525252525,6.0606060606060606,0.25252525252525254,2.7777777777777777,-1.4992424242424243,0.05757575757575758,3.941059125066306,5.05050505050505,396.0,1,0,0,0,0,1
P13985,HRES1,0.0,0.0,0.0,0.0,17.040358744394617,1.345291479820628,2.242152466367713,2.690582959641256,1.345291479820628,8.520179372197308,3.1390134529147984,0.0,0.4484304932735426,4.0358744394618835,0.4484304932735426,0.0,17.48878923766816,3.1390134529147984,20.62780269058296,7.623318385650224,4.484304932735426,1.7937219730941705,2.690582959641256,0.8968609865470852,-1.1556053811659193,0.16457399103139014,3.4375644136428654,4.932735426008969,223.0,0,0,0,0,0,0
Q9UKJ5,CHIC2 BTL,0.0034017337868978,0.0002997742381161,0.309989748529925,0.0359768891162497,2.4242424242424243,6.666666666666667,3.0303030303030303,11.515151515151516,4.242424242424243,3.6363636363636362,1.8181818181818181,4.242424242424243,7.2727272727272725,12.121212121212121,2.4242424242424243,5.454545454545454,5.454545454545454,0.6060606060606061,6.666666666666667,7.2727272727272725,3.6363636363636362,6.666666666666667,2.4242424242424243,2.4242424242424243,-0.29515151515151516,-0.004242424242424245,4.074836002091051,9.090909090909092,165.0,0,0,1,0,0,0
Q8WXD5,GEMIN6,0.0007132667617689,0.0001042376779825,0.2535336549088018,0.0005972886618892,4.191616766467066,1.7964071856287425,5.389221556886228,10.179640718562874,1.1976047904191618,6.58682634730539,2.9940119760479043,5.389221556886228,6.58682634730539,8.383233532934131,3.592814371257485,4.790419161676647,4.790419161676647,2.9940119760479043,3.592814371257485,7.784431137724551,6.58682634730539,7.784431137724551,2.3952095808383236,2.9940119760479043,-0.49341317365269466,-0.050898203592814384,4.15929706665816,6.58682634730539,167.0,1,0,0,0,0,1
Q9Y421,FAM32A OTAG12 CGI-144,5.48666739822232e-05,0.0,0.192963291649192,3.6622600352398815e-06,7.142857142857142,0.0,5.357142857142857,10.714285714285714,1.7857142857142856,4.464285714285714,2.6785714285714284,1.7857142857142856,21.428571428571427,8.035714285714286,3.571428571428571,1.7857142857142856,2.6785714285714284,5.357142857142857,7.142857142857142,2.6785714285714284,6.25,4.464285714285714,0.8928571428571428,1.7857142857142856,-1.3928571428571428,0.12767857142857145,3.82750712779543,4.464285714285714,112.0,1,0,0,0,0,1
Q9UKT4,FBXO5 EMI1 FBX5,0.0002194666959288,7.31505932248616e-06,0.2365522374368506,0.000144733819421,5.1454138702460845,5.1454138702460845,4.697986577181208,6.263982102908278,2.460850111856823,4.697986577181208,2.237136465324385,4.026845637583892,9.619686800894854,10.51454138702461,1.342281879194631,5.1454138702460845,4.250559284116331,4.250559284116331,6.263982102908278,11.185682326621924,5.1454138702460845,4.47427293064877,0.22371364653243847,2.9082774049217,-0.6089485458612975,0.05145413870246085,4.096632688191003,5.592841163310962,447.0,1,0,0,0,0,1
Q8NAV1,PRPF38A,0.0005486667398222,2.290327983462444e-05,0.2732436535801124,0.00188075732438,2.564102564102564,1.282051282051282,5.448717948717949,10.576923076923077,2.2435897435897436,3.5256410256410255,4.487179487179487,4.487179487179487,7.6923076923076925,7.6923076923076925,2.2435897435897436,2.564102564102564,5.769230769230769,1.9230769230769231,15.705128205128204,9.935897435897436,2.8846153846153846,4.487179487179487,0.3205128205128205,4.166666666666666,-1.2650641025641025,0.0782051282051282,3.9738636545107155,6.730769230769231,312.0,1,0,0,0,0,1
